A,B,C,D,Result
28,100,40,84,0.133333333
28,100,40,86,0.130232558
28,100,40,96,0.116666667
28,100,40,100,0.112
28,100,44,24,0.513333333
28,100,44,28,0.44
28,100,44,32,0.385
28,100,44,40,0.308
28,100,44,44,0.28
28,100,44,48,0.256666667
28,100,44,56,0.22
28,100,44,64,0.1925
28,100,44,72,0.171111111
28,100,44,84,0.146666667
28,100,44,86,0.143255814
28,100,44,96,0.128333333
28,100,44,100,0.1232
28,100,48,24,0.56
28,100,48,28,0.48
28,100,48,32,0.42
28,100,48,40,0.336
28,100,48,44,0.305454545
28,100,48,48,0.28
28,100,48,56,0.24
28,100,48,64,0.21
28,100,48,72,0.186666667
28,100,48,84,0.16
28,100,48,86,0.15627907
28,100,48,96,0.14
28,100,48,100,0.1344
28,100,56,24,0.653333333
28,100,56,28,0.56
28,100,56,32,0.49
28,100,56,40,0.392
28,100,56,44,0.356363636
28,100,56,48,0.326666667
28,100,56,56,0.28
28,100,56,64,0.245
28,100,56,72,0.217777778
28,100,56,84,0.186666667
28,100,56,86,0.182325581
28,100,56,96,0.163333333
28,100,56,100,0.1568
28,100,64,24,0.746666667
28,100,64,28,0.64
28,100,64,32,0.56
28,100,64,40,0.448
28,100,64,44,0.407272727
28,100,64,48,0.373333333
28,100,64,56,0.32
28,100,64,64,0.28
28,100,64,72,0.248888889
28,100,64,84,0.213333333
28,100,64,86,0.208372093
28,100,64,96,0.186666667
28,100,64,100,0.1792
28,100,72,24,0.84
28,100,72,28,0.72
28,100,72,32,0.63
28,100,72,40,0.504
28,100,72,44,0.458181818
28,100,72,48,0.42
28,100,72,56,0.36
28,100,72,64,0.315
28,100,72,72,0.28
28,100,72,84,0.24
28,100,72,86,0.234418605
28,100,72,96,0.21
28,100,72,100,0.2016
28,100,84,24,0.98
28,100,84,28,0.84
28,100,84,32,0.735
28,100,84,40,0.588
28,100,84,44,0.534545455
28,100,84,48,0.49
28,100,84,56,0.42
28,100,84,64,0.3675
28,100,84,72,0.326666667
28,100,84,84,0.28
28,100,84,86,0.273488372
28,100,84,96,0.245
28,100,84,100,0.2352
28,100,86,24,1.003333333
28,100,86,28,0.86
28,100,86,32,0.7525
28,100,86,40,0.602
28,100,86,44,0.547272727
28,100,86,48,0.501666667
28,100,86,56,0.43
28,100,86,64,0.37625
28,100,86,72,0.334444444
28,100,86,84,0.286666667
28,100,86,86,0.28
28,100,86,96,0.250833333
28,100,86,100,0.2408
28,100,96,24,1.12
28,100,96,28,0.96
28,100,96,32,0.84
28,100,96,40,0.672
28,100,96,44,0.610909091
28,100,96,48,0.56
28,100,96,56,0.48
28,100,96,64,0.42
28,100,96,72,0.373333333
28,100,96,84,0.32
28,100,96,86,0.31255814
28,100,96,96,0.28
28,100,96,100,0.2688
28,100,100,24,1.166666667
28,100,100,28,1
28,100,100,32,0.875
28,100,100,40,0.7
28,100,100,44,0.636363636
28,100,100,48,0.583333333
28,100,100,56,0.5
28,100,100,64,0.4375
28,100,100,72,0.388888889
28,100,100,84,0.333333333
28,100,100,86,0.325581395
28,100,100,96,0.291666667
28,100,100,100,0.28
32,24,24,24,1.333333333
32,24,24,28,1.142857143
32,24,24,32,1
32,24,24,40,0.8
32,24,24,44,0.727272727
32,24,24,48,0.666666667
32,24,24,56,0.571428571
32,24,24,64,0.5
32,24,24,72,0.444444444
32,24,24,84,0.380952381
32,24,24,86,0.372093023
32,24,24,96,0.333333333
32,24,24,100,0.32
32,24,28,24,1.555555556
32,24,28,28,1.333333333
32,24,28,32,1.166666667
32,24,28,40,0.933333333
32,24,28,44,0.848484848
32,24,28,48,0.777777778
32,24,28,56,0.666666667
32,24,28,64,0.583333333
32,24,28,72,0.518518519
32,24,28,84,0.444444444
32,24,28,86,0.434108527
32,24,28,96,0.388888889
32,24,28,100,0.373333333
32,24,32,24,1.777777778
32,24,32,28,1.523809524
32,24,32,32,1.333333333
32,24,32,40,1.066666667
32,24,32,44,0.96969697
32,24,32,48,0.888888889
32,24,32,56,0.761904762
32,24,32,64,0.666666667
32,24,32,72,0.592592593
32,24,32,84,0.507936508
32,24,32,86,0.496124031
32,24,32,96,0.444444444
32,24,32,100,0.426666667
32,24,40,24,2.222222222
32,24,40,28,1.904761905
32,24,40,32,1.666666667
32,24,40,40,1.333333333
32,24,40,44,1.212121212
32,24,40,48,1.111111111
32,24,40,56,0.952380952
32,24,40,64,0.833333333
32,24,40,72,0.740740741
32,24,40,84,0.634920635
32,24,40,86,0.620155039
32,24,40,96,0.555555556
32,24,40,100,0.533333333
32,24,44,24,2.444444444
32,24,44,28,2.095238095
32,24,44,32,1.833333333
32,24,44,40,1.466666667
32,24,44,44,1.333333333
32,24,44,48,1.222222222
32,24,44,56,1.047619048
32,24,44,64,0.916666667
32,24,44,72,0.814814815
32,24,44,84,0.698412698
32,24,44,86,0.682170543
32,24,44,96,0.611111111
32,24,44,100,0.586666667
32,24,48,24,2.666666667
32,24,48,28,2.285714286
32,24,48,32,2
32,24,48,40,1.6
32,24,48,44,1.454545455
32,24,48,48,1.333333333
32,24,48,56,1.142857143
32,24,48,64,1
32,24,48,72,0.888888889
32,24,48,84,0.761904762
32,24,48,86,0.744186047
32,24,48,96,0.666666667
32,24,48,100,0.64
32,24,56,24,3.111111111
32,24,56,28,2.666666667
32,24,56,32,2.333333333
32,24,56,40,1.866666667
32,24,56,44,1.696969697
32,24,56,48,1.555555556
32,24,56,56,1.333333333
32,24,56,64,1.166666667
32,24,56,72,1.037037037
32,24,56,84,0.888888889
32,24,56,86,0.868217054
32,24,56,96,0.777777778
32,24,56,100,0.746666667
32,24,64,24,3.555555556
32,24,64,28,3.047619048
32,24,64,32,2.666666667
32,24,64,40,2.133333333
32,24,64,44,1.939393939
32,24,64,48,1.777777778
32,24,64,56,1.523809524
32,24,64,64,1.333333333
32,24,64,72,1.185185185
32,24,64,84,1.015873016
32,24,64,86,0.992248062
32,24,64,96,0.888888889
32,24,64,100,0.853333333
32,24,72,24,4
32,24,72,28,3.428571429
32,24,72,32,3
32,24,72,40,2.4
32,24,72,44,2.181818182
32,24,72,48,2
32,24,72,56,1.714285714
32,24,72,64,1.5
32,24,72,72,1.333333333
32,24,72,84,1.142857143
32,24,72,86,1.11627907
32,24,72,96,1
32,24,72,100,0.96
32,24,84,24,4.666666667
32,24,84,28,4
32,24,84,32,3.5
32,24,84,40,2.8
32,24,84,44,2.545454545
32,24,84,48,2.333333333
32,24,84,56,2
32,24,84,64,1.75
32,24,84,72,1.555555556
32,24,84,84,1.333333333
32,24,84,86,1.302325581
32,24,84,96,1.166666667
32,24,84,100,1.12
32,24,86,24,4.777777778
32,24,86,28,4.095238095
32,24,86,32,3.583333333
32,24,86,40,2.866666667
32,24,86,44,2.606060606
32,24,86,48,2.388888889
32,24,86,56,2.047619048
32,24,86,64,1.791666667
32,24,86,72,1.592592593
32,24,86,84,1.365079365
32,24,86,86,1.333333333
32,24,86,96,1.194444444
32,24,86,100,1.146666667
32,24,96,24,5.333333333
32,24,96,28,4.571428571
32,24,96,32,4
32,24,96,40,3.2
32,24,96,44,2.909090909
32,24,96,48,2.666666667
32,24,96,56,2.285714286
32,24,96,64,2
32,24,96,72,1.777777778
32,24,96,84,1.523809524
32,24,96,86,1.488372093
32,24,96,96,1.333333333
32,24,96,100,1.28
32,24,100,24,5.555555556
32,24,100,28,4.761904762
32,24,100,32,4.166666667
32,24,100,40,3.333333333
32,24,100,44,3.03030303
32,24,100,48,2.777777778
32,24,100,56,2.380952381
32,24,100,64,2.083333333
32,24,100,72,1.851851852
32,24,100,84,1.587301587
32,24,100,86,1.550387597
32,24,100,96,1.388888889
32,24,100,100,1.333333333
32,28,24,24,1.142857143
32,28,24,28,0.979591837
32,28,24,32,0.857142857
32,28,24,40,0.685714286
32,28,24,44,0.623376623
32,28,24,48,0.571428571
32,28,24,56,0.489795918
32,28,24,64,0.428571429
32,28,24,72,0.380952381
32,28,24,84,0.326530612
32,28,24,86,0.318936877
32,28,24,96,0.285714286
32,28,24,100,0.274285714
32,28,28,24,1.333333333
32,28,28,28,1.142857143
32,28,28,32,1
32,28,28,40,0.8
32,28,28,44,0.727272727
32,28,28,48,0.666666667
32,28,28,56,0.571428571
32,28,28,64,0.5
32,28,28,72,0.444444444
32,28,28,84,0.380952381
32,28,28,86,0.372093023
32,28,28,96,0.333333333
32,28,28,100,0.32
32,28,32,24,1.523809524
32,28,32,28,1.306122449
32,28,32,32,1.142857143
32,28,32,40,0.914285714
32,28,32,44,0.831168831
32,28,32,48,0.761904762
32,28,32,56,0.653061224
32,28,32,64,0.571428571
32,28,32,72,0.507936508
32,28,32,84,0.43537415
32,28,32,86,0.425249169
32,28,32,96,0.380952381
32,28,32,100,0.365714286
32,28,40,24,1.904761905
32,28,40,28,1.632653061
32,28,40,32,1.428571429
32,28,40,40,1.142857143
32,28,40,44,1.038961039
32,28,40,48,0.952380952
32,28,40,56,0.816326531
32,28,40,64,0.714285714
32,28,40,72,0.634920635
32,28,40,84,0.544217687
32,28,40,86,0.531561462
32,28,40,96,0.476190476
32,28,40,100,0.457142857
32,28,44,24,2.095238095
32,28,44,28,1.795918367
32,28,44,32,1.571428571
32,28,44,40,1.257142857
32,28,44,44,1.142857143
32,28,44,48,1.047619048
32,28,44,56,0.897959184
32,28,44,64,0.785714286
32,28,44,72,0.698412698
32,28,44,84,0.598639456
32,28,44,86,0.584717608
32,28,44,96,0.523809524
32,28,44,100,0.502857143
32,28,48,24,2.285714286
32,28,48,28,1.959183673
32,28,48,32,1.714285714
32,28,48,40,1.371428571
32,28,48,44,1.246753247
32,28,48,48,1.142857143
32,28,48,56,0.979591837
32,28,48,64,0.857142857
32,28,48,72,0.761904762
32,28,48,84,0.653061224
32,28,48,86,0.637873754
32,28,48,96,0.571428571
32,28,48,100,0.548571429
32,28,56,24,2.666666667
32,28,56,28,2.285714286
32,28,56,32,2
32,28,56,40,1.6
32,28,56,44,1.454545455
32,28,56,48,1.333333333
32,28,56,56,1.142857143
32,28,56,64,1
32,28,56,72,0.888888889
32,28,56,84,0.761904762
32,28,56,86,0.744186047
32,28,56,96,0.666666667
32,28,56,100,0.64
32,28,64,24,3.047619048
32,28,64,28,2.612244898
32,28,64,32,2.285714286
32,28,64,40,1.828571429
32,28,64,44,1.662337662
32,28,64,48,1.523809524
32,28,64,56,1.306122449
32,28,64,64,1.142857143
32,28,64,72,1.015873016
32,28,64,84,0.870748299
32,28,64,86,0.850498339
32,28,64,96,0.761904762
32,28,64,100,0.731428571
32,28,72,24,3.428571429
32,28,72,28,2.93877551
32,28,72,32,2.571428571
32,28,72,40,2.057142857
32,28,72,44,1.87012987
32,28,72,48,1.714285714
32,28,72,56,1.469387755
32,28,72,64,1.285714286
32,28,72,72,1.142857143
32,28,72,84,0.979591837
32,28,72,86,0.956810631
32,28,72,96,0.857142857
32,28,72,100,0.822857143
32,28,84,24,4
32,28,84,28,3.428571429
32,28,84,32,3
32,28,84,40,2.4
32,28,84,44,2.181818182
32,28,84,48,2
32,28,84,56,1.714285714
32,28,84,64,1.5
32,28,84,72,1.333333333
32,28,84,84,1.142857143
32,28,84,86,1.11627907
32,28,84,96,1
32,28,84,100,0.96
32,28,86,24,4.095238095
32,28,86,28,3.510204082
32,28,86,32,3.071428571
32,28,86,40,2.457142857
32,28,86,44,2.233766234
32,28,86,48,2.047619048
32,28,86,56,1.755102041
32,28,86,64,1.535714286
32,28,86,72,1.365079365
32,28,86,84,1.170068027
32,28,86,86,1.142857143
32,28,86,96,1.023809524
32,28,86,100,0.982857143
32,28,96,24,4.571428571
32,28,96,28,3.918367347
32,28,96,32,3.428571429
32,28,96,40,2.742857143
32,28,96,44,2.493506494
32,28,96,48,2.285714286
32,28,96,56,1.959183673
32,28,96,64,1.714285714
32,28,96,72,1.523809524
32,28,96,84,1.306122449
32,28,96,86,1.275747508
32,28,96,96,1.142857143
32,28,96,100,1.097142857
32,28,100,24,4.761904762
32,28,100,28,4.081632653
32,28,100,32,3.571428571
32,28,100,40,2.857142857
32,28,100,44,2.597402597
32,28,100,48,2.380952381
32,28,100,56,2.040816327
32,28,100,64,1.785714286
32,28,100,72,1.587301587
32,28,100,84,1.360544218
32,28,100,86,1.328903654
32,28,100,96,1.19047619
32,28,100,100,1.142857143
32,32,24,24,1
32,32,24,28,0.857142857
32,32,24,32,0.75
32,32,24,40,0.6
32,32,24,44,0.545454545
32,32,24,48,0.5
32,32,24,56,0.428571429
32,32,24,64,0.375
32,32,24,72,0.333333333
32,32,24,84,0.285714286
32,32,24,86,0.279069767
32,32,24,96,0.25
32,32,24,100,0.24
32,32,28,24,1.166666667
32,32,28,28,1
32,32,28,32,0.875
32,32,28,40,0.7
32,32,28,44,0.636363636
32,32,28,48,0.583333333
32,32,28,56,0.5
32,32,28,64,0.4375
32,32,28,72,0.388888889
32,32,28,84,0.333333333
32,32,28,86,0.325581395
32,32,28,96,0.291666667
32,32,28,100,0.28
32,32,32,24,1.333333333
32,32,32,28,1.142857143
32,32,32,32,1
32,32,32,40,0.8
32,32,32,44,0.727272727
32,32,32,48,0.666666667
32,32,32,56,0.571428571
32,32,32,64,0.5
32,32,32,72,0.444444444
32,32,32,84,0.380952381
32,32,32,86,0.372093023
32,32,32,96,0.333333333
32,32,32,100,0.32
32,32,40,24,1.666666667
32,32,40,28,1.428571429
32,32,40,32,1.25
32,32,40,40,1
32,32,40,44,0.909090909
32,32,40,48,0.833333333
32,32,40,56,0.714285714
32,32,40,64,0.625
32,32,40,72,0.555555556
32,32,40,84,0.476190476
32,32,40,86,0.465116279
32,32,40,96,0.416666667
32,32,40,100,0.4
32,32,44,24,1.833333333
32,32,44,28,1.571428571
32,32,44,32,1.375
32,32,44,40,1.1
32,32,44,44,1
32,32,44,48,0.916666667
32,32,44,56,0.785714286
32,32,44,64,0.6875
32,32,44,72,0.611111111
32,32,44,84,0.523809524
32,32,44,86,0.511627907
32,32,44,96,0.458333333
32,32,44,100,0.44
32,32,48,24,2
32,32,48,28,1.714285714
32,32,48,32,1.5
32,32,48,40,1.2
32,32,48,44,1.090909091
32,32,48,48,1
32,32,48,56,0.857142857
32,32,48,64,0.75
32,32,48,72,0.666666667
32,32,48,84,0.571428571
32,32,48,86,0.558139535
32,32,48,96,0.5
32,32,48,100,0.48
32,32,56,24,2.333333333
32,32,56,28,2
32,32,56,32,1.75
32,32,56,40,1.4
32,32,56,44,1.272727273
32,32,56,48,1.166666667
32,32,56,56,1
32,32,56,64,0.875
32,32,56,72,0.777777778
32,32,56,84,0.666666667
32,32,56,86,0.651162791
32,32,56,96,0.583333333
32,32,56,100,0.56
32,32,64,24,2.666666667
32,32,64,28,2.285714286
32,32,64,32,2
32,32,64,40,1.6
32,32,64,44,1.454545455
32,32,64,48,1.333333333
32,32,64,56,1.142857143
32,32,64,64,1
32,32,64,72,0.888888889
32,32,64,84,0.761904762
32,32,64,86,0.744186047
32,32,64,96,0.666666667
32,32,64,100,0.64
32,32,72,24,3
32,32,72,28,2.571428571
32,32,72,32,2.25
32,32,72,40,1.8
32,32,72,44,1.636363636
32,32,72,48,1.5
32,32,72,56,1.285714286
32,32,72,64,1.125
32,32,72,72,1
32,32,72,84,0.857142857
32,32,72,86,0.837209302
32,32,72,96,0.75
32,32,72,100,0.72
32,32,84,24,3.5
32,32,84,28,3
32,32,84,32,2.625
32,32,84,40,2.1
32,32,84,44,1.909090909
32,32,84,48,1.75
32,32,84,56,1.5
32,32,84,64,1.3125
32,32,84,72,1.166666667
32,32,84,84,1
32,32,84,86,0.976744186
32,32,84,96,0.875
32,32,84,100,0.84
32,32,86,24,3.583333333
32,32,86,28,3.071428571
32,32,86,32,2.6875
32,32,86,40,2.15
32,32,86,44,1.954545455
32,32,86,48,1.791666667
32,32,86,56,1.535714286
32,32,86,64,1.34375
32,32,86,72,1.194444444
32,32,86,84,1.023809524
32,32,86,86,1
32,32,86,96,0.895833333
32,32,86,100,0.86
32,32,96,24,4
32,32,96,28,3.428571429
32,32,96,32,3
32,32,96,40,2.4
32,32,96,44,2.181818182
32,32,96,48,2
32,32,96,56,1.714285714
32,32,96,64,1.5
32,32,96,72,1.333333333
32,32,96,84,1.142857143
32,32,96,86,1.11627907
32,32,96,96,1
32,32,96,100,0.96
32,32,100,24,4.166666667
32,32,100,28,3.571428571
32,32,100,32,3.125
32,32,100,40,2.5
32,32,100,44,2.272727273
32,32,100,48,2.083333333
32,32,100,56,1.785714286
32,32,100,64,1.5625
32,32,100,72,1.388888889
32,32,100,84,1.19047619
32,32,100,86,1.162790698
32,32,100,96,1.041666667
32,32,100,100,1
32,40,24,24,0.8
32,40,24,28,0.685714286
32,40,24,32,0.6
32,40,24,40,0.48
32,40,24,44,0.436363636
32,40,24,48,0.4
32,40,24,56,0.342857143
32,40,24,64,0.3
32,40,24,72,0.266666667
32,40,24,84,0.228571429
32,40,24,86,0.223255814
32,40,24,96,0.2
32,40,24,100,0.192
32,40,28,24,0.933333333
32,40,28,28,0.8
32,40,28,32,0.7
32,40,28,40,0.56
32,40,28,44,0.509090909
32,40,28,48,0.466666667
32,40,28,56,0.4
32,40,28,64,0.35
32,40,28,72,0.311111111
32,40,28,84,0.266666667
32,40,28,86,0.260465116
32,40,28,96,0.233333333
32,40,28,100,0.224
32,40,32,24,1.066666667
32,40,32,28,0.914285714
32,40,32,32,0.8
32,40,32,40,0.64
32,40,32,44,0.581818182
32,40,32,48,0.533333333
32,40,32,56,0.457142857
32,40,32,64,0.4
32,40,32,72,0.355555556
32,40,32,84,0.304761905
32,40,32,86,0.297674419
32,40,32,96,0.266666667
32,40,32,100,0.256
32,40,40,24,1.333333333
32,40,40,28,1.142857143
32,40,40,32,1
32,40,40,40,0.8
32,40,40,44,0.727272727
32,40,40,48,0.666666667
32,40,40,56,0.571428571
32,40,40,64,0.5
32,40,40,72,0.444444444
32,40,40,84,0.380952381
32,40,40,86,0.372093023
32,40,40,96,0.333333333
32,40,40,100,0.32
32,40,44,24,1.466666667
32,40,44,28,1.257142857
32,40,44,32,1.1
32,40,44,40,0.88
32,40,44,44,0.8
32,40,44,48,0.733333333
32,40,44,56,0.628571429
32,40,44,64,0.55
32,40,44,72,0.488888889
32,40,44,84,0.419047619
32,40,44,86,0.409302326
32,40,44,96,0.366666667
32,40,44,100,0.352
32,40,48,24,1.6
32,40,48,28,1.371428571
32,40,48,32,1.2
32,40,48,40,0.96
32,40,48,44,0.872727273
32,40,48,48,0.8
32,40,48,56,0.685714286
32,40,48,64,0.6
32,40,48,72,0.533333333
32,40,48,84,0.457142857
32,40,48,86,0.446511628
32,40,48,96,0.4
32,40,48,100,0.384
32,40,56,24,1.866666667
32,40,56,28,1.6
32,40,56,32,1.4
32,40,56,40,1.12
32,40,56,44,1.018181818
32,40,56,48,0.933333333
32,40,56,56,0.8
32,40,56,64,0.7
32,40,56,72,0.622222222
32,40,56,84,0.533333333
32,40,56,86,0.520930233
32,40,56,96,0.466666667
32,40,56,100,0.448
32,40,64,24,2.133333333
32,40,64,28,1.828571429
32,40,64,32,1.6
32,40,64,40,1.28
32,40,64,44,1.163636364
32,40,64,48,1.066666667
32,40,64,56,0.914285714
32,40,64,64,0.8
32,40,64,72,0.711111111
32,40,64,84,0.60952381
32,40,64,86,0.595348837
32,40,64,96,0.533333333
32,40,64,100,0.512
32,40,72,24,2.4
32,40,72,28,2.057142857
32,40,72,32,1.8
32,40,72,40,1.44
32,40,72,44,1.309090909
32,40,72,48,1.2
32,40,72,56,1.028571429
32,40,72,64,0.9
32,40,72,72,0.8
32,40,72,84,0.685714286
32,40,72,86,0.669767442
32,40,72,96,0.6
32,40,72,100,0.576
32,40,84,24,2.8
32,40,84,28,2.4
32,40,84,32,2.1
32,40,84,40,1.68
32,40,84,44,1.527272727
32,40,84,48,1.4
32,40,84,56,1.2
32,40,84,64,1.05
32,40,84,72,0.933333333
32,40,84,84,0.8
32,40,84,86,0.781395349
32,40,84,96,0.7
32,40,84,100,0.672
32,40,86,24,2.866666667
32,40,86,28,2.457142857
32,40,86,32,2.15
32,40,86,40,1.72
32,40,86,44,1.563636364
32,40,86,48,1.433333333
32,40,86,56,1.228571429
32,40,86,64,1.075
32,40,86,72,0.955555556
32,40,86,84,0.819047619
32,40,86,86,0.8
32,40,86,96,0.716666667
32,40,86,100,0.688
32,40,96,24,3.2
32,40,96,28,2.742857143
32,40,96,32,2.4
32,40,96,40,1.92
32,40,96,44,1.745454545
32,40,96,48,1.6
32,40,96,56,1.371428571
32,40,96,64,1.2
32,40,96,72,1.066666667
32,40,96,84,0.914285714
32,40,96,86,0.893023256
32,40,96,96,0.8
32,40,96,100,0.768
32,40,100,24,3.333333333
32,40,100,28,2.857142857
32,40,100,32,2.5
32,40,100,40,2
32,40,100,44,1.818181818
32,40,100,48,1.666666667
32,40,100,56,1.428571429
32,40,100,64,1.25
32,40,100,72,1.111111111
32,40,100,84,0.952380952
32,40,100,86,0.930232558
32,40,100,96,0.833333333
32,40,100,100,0.8
32,44,24,24,0.727272727
32,44,24,28,0.623376623
32,44,24,32,0.545454545
32,44,24,40,0.436363636
32,44,24,44,0.396694215
32,44,24,48,0.363636364
32,44,24,56,0.311688312
32,44,24,64,0.272727273
32,44,24,72,0.242424242
32,44,24,84,0.207792208
32,44,24,86,0.202959831
32,44,24,96,0.181818182
32,44,24,100,0.174545455
32,44,28,24,0.848484848
32,44,28,28,0.727272727
32,44,28,32,0.636363636
32,44,28,40,0.509090909
32,44,28,44,0.462809917
32,44,28,48,0.424242424
32,44,28,56,0.363636364
32,44,28,64,0.318181818
32,44,28,72,0.282828283
32,44,28,84,0.242424242
32,44,28,86,0.236786469
32,44,28,96,0.212121212
32,44,28,100,0.203636364
32,44,32,24,0.96969697
32,44,32,28,0.831168831
32,44,32,32,0.727272727
32,44,32,40,0.581818182
32,44,32,44,0.52892562
32,44,32,48,0.484848485
32,44,32,56,0.415584416
32,44,32,64,0.363636364
32,44,32,72,0.323232323
32,44,32,84,0.277056277
32,44,32,86,0.270613108
32,44,32,96,0.242424242
32,44,32,100,0.232727273
32,44,40,24,1.212121212
32,44,40,28,1.038961039
32,44,40,32,0.909090909
32,44,40,40,0.727272727
32,44,40,44,0.661157025
32,44,40,48,0.606060606
32,44,40,56,0.519480519
32,44,40,64,0.454545455
32,44,40,72,0.404040404
32,44,40,84,0.346320346
32,44,40,86,0.338266385
32,44,40,96,0.303030303
32,44,40,100,0.290909091
32,44,44,24,1.333333333
32,44,44,28,1.142857143
32,44,44,32,1
32,44,44,40,0.8
32,44,44,44,0.727272727
32,44,44,48,0.666666667
32,44,44,56,0.571428571
32,44,44,64,0.5
32,44,44,72,0.444444444
32,44,44,84,0.380952381
32,44,44,86,0.372093023
32,44,44,96,0.333333333
32,44,44,100,0.32
32,44,48,24,1.454545455
32,44,48,28,1.246753247
32,44,48,32,1.090909091
32,44,48,40,0.872727273
32,44,48,44,0.79338843
32,44,48,48,0.727272727
32,44,48,56,0.623376623
32,44,48,64,0.545454545
32,44,48,72,0.484848485
32,44,48,84,0.415584416
32,44,48,86,0.405919662
32,44,48,96,0.363636364
32,44,48,100,0.349090909
32,44,56,24,1.696969697
32,44,56,28,1.454545455
32,44,56,32,1.272727273
32,44,56,40,1.018181818
32,44,56,44,0.925619835
32,44,56,48,0.848484848
32,44,56,56,0.727272727
32,44,56,64,0.636363636
32,44,56,72,0.565656566
32,44,56,84,0.484848485
32,44,56,86,0.473572939
32,44,56,96,0.424242424
32,44,56,100,0.407272727
32,44,64,24,1.939393939
32,44,64,28,1.662337662
32,44,64,32,1.454545455
32,44,64,40,1.163636364
32,44,64,44,1.05785124
32,44,64,48,0.96969697
32,44,64,56,0.831168831
32,44,64,64,0.727272727
32,44,64,72,0.646464646
32,44,64,84,0.554112554
32,44,64,86,0.541226216
32,44,64,96,0.484848485
32,44,64,100,0.465454545
32,44,72,24,2.181818182
32,44,72,28,1.87012987
32,44,72,32,1.636363636
32,44,72,40,1.309090909
32,44,72,44,1.190082645
32,44,72,48,1.090909091
32,44,72,56,0.935064935
32,44,72,64,0.818181818
32,44,72,72,0.727272727
32,44,72,84,0.623376623
32,44,72,86,0.608879493
32,44,72,96,0.545454545
32,44,72,100,0.523636364
32,44,84,24,2.545454545
32,44,84,28,2.181818182
32,44,84,32,1.909090909
32,44,84,40,1.527272727
32,44,84,44,1.388429752
32,44,84,48,1.272727273
32,44,84,56,1.090909091
32,44,84,64,0.954545455
32,44,84,72,0.848484848
32,44,84,84,0.727272727
32,44,84,86,0.710359408
32,44,84,96,0.636363636
32,44,84,100,0.610909091
32,44,86,24,2.606060606
32,44,86,28,2.233766234
32,44,86,32,1.954545455
32,44,86,40,1.563636364
32,44,86,44,1.421487603
32,44,86,48,1.303030303
32,44,86,56,1.116883117
32,44,86,64,0.977272727
32,44,86,72,0.868686869
32,44,86,84,0.744588745
32,44,86,86,0.727272727
32,44,86,96,0.651515152
32,44,86,100,0.625454545
32,44,96,24,2.909090909
32,44,96,28,2.493506494
32,44,96,32,2.181818182
32,44,96,40,1.745454545
32,44,96,44,1.58677686
32,44,96,48,1.454545455
32,44,96,56,1.246753247
32,44,96,64,1.090909091
32,44,96,72,0.96969697
32,44,96,84,0.831168831
32,44,96,86,0.811839323
32,44,96,96,0.727272727
32,44,96,100,0.698181818
32,44,100,24,3.03030303
32,44,100,28,2.597402597
32,44,100,32,2.272727273
32,44,100,40,1.818181818
32,44,100,44,1.652892562
32,44,100,48,1.515151515
32,44,100,56,1.298701299
32,44,100,64,1.136363636
32,44,100,72,1.01010101
32,44,100,84,0.865800866
32,44,100,86,0.845665962
32,44,100,96,0.757575758
32,44,100,100,0.727272727
32,48,24,24,0.666666667
32,48,24,28,0.571428571
32,48,24,32,0.5
32,48,24,40,0.4
32,48,24,44,0.363636364
32,48,24,48,0.333333333
32,48,24,56,0.285714286
32,48,24,64,0.25
32,48,24,72,0.222222222
32,48,24,84,0.19047619
32,48,24,86,0.186046512
32,48,24,96,0.166666667
32,48,24,100,0.16
32,48,28,24,0.777777778
